case,run_id,decoder,scenario,success,exact_payload_match,latency_ms
botanical-short,d7953033-903e-485d-a2ec-ec8bad53a48e,zbar,perspective_mild,True,True,6.1441464349627495
wine-label,69c794c1-6790-4ec2-8df3-63dac446375d,opencv,original,True,True,9.887988679111004
wine-label,69c794c1-6790-4ec2-8df3-63dac446375d,zbar,original,True,True,6.005273200571537
wine-label,69c794c1-6790-4ec2-8df3-63dac446375d,opencv,jpeg_90,True,True,9.110636077821255
wine-label,69c794c1-6790-4ec2-8df3-63dac446375d,zbar,jpeg_90,True,True,6.5246280282735825
wine-label,69c794c1-6790-4ec2-8df3-63dac446375d,opencv,jpeg_70,True,True,8.92046932131052
wine-label,69c794c1-6790-4ec2-8df3-63dac446375d,zbar,jpeg_70,True,True,6.887140683829784
wine-label,69c794c1-6790-4ec2-8df3-63dac446375d,opencv,blur_3,True,True,6.93915132433176
wine-label,69c794c1-6790-4ec2-8df3-63dac446375d,zbar,blur_3,True,True,5.211176350712776
wine-label,69c794c1-6790-4ec2-8df3-63dac446375d,opencv,brightness_low,True,True,8.941431529819965
wine-label,69c794c1-6790-4ec2-8df3-63dac446375d,zbar,brightness_low,True,True,5.932130850851536
wine-label,69c794c1-6790-4ec2-8df3-63dac446375d,opencv,brightness_high,True,True,8.4324786439538
wine-label,69c794c1-6790-4ec2-8df3-63dac446375d,zbar,brightness_high,True,True,5.888012237846851
wine-label,69c794c1-6790-4ec2-8df3-63dac446375d,opencv,contrast_low,True,True,8.930354379117489
wine-label,69c794c1-6790-4ec2-8df3-63dac446375d,zbar,contrast_low,True,True,5.9308847412467
wine-label,69c794c1-6790-4ec2-8df3-63dac446375d,opencv,downscale_75,True,True,8.160633035004139
wine-label,69c794c1-6790-4ec2-8df3-63dac446375d,zbar,downscale_75,True,True,6.00470881909132
wine-label,69c794c1-6790-4ec2-8df3-63dac446375d,opencv,noise_gaussian,True,True,9.15368739515543
wine-label,69c794c1-6790-4ec2-8df3-63dac446375d,zbar,noise_gaussian,True,True,9.622454643249512
wine-label,69c794c1-6790-4ec2-8df3-63dac446375d,opencv,rotation_3,True,True,9.061494842171669
wine-label,69c794c1-6790-4ec2-8df3-63dac446375d,zbar,rotation_3,True,True,5.899851210415363
wine-label,69c794c1-6790-4ec2-8df3-63dac446375d,opencv,print_dot_gain,True,True,11.155062355101109
wine-label,69c794c1-6790-4ec2-8df3-63dac446375d,zbar,print_dot_gain,True,True,4.334241151809692
wine-label,69c794c1-6790-4ec2-8df3-63dac446375d,opencv,print_dot_loss,True,True,7.440835237503052
wine-label,69c794c1-6790-4ec2-8df3-63dac446375d,zbar,print_dot_loss,True,True,3.3427728340029716
wine-label,69c794c1-6790-4ec2-8df3-63dac446375d,opencv,perspective_mild,True,True,8.71756300330162
wine-label,69c794c1-6790-4ec2-8df3-63dac446375d,zbar,perspective_mild,True,True,5.272151902318001
geometric-packaging,4efac076-bcb3-488b-8d18-aa636a61a1b3,opencv,original,True,True,9.677696973085403
geometric-packaging,4efac076-bcb3-488b-8d18-aa636a61a1b3,zbar,original,True,True,6.34024478495121
geometric-packaging,4efac076-bcb3-488b-8d18-aa636a61a1b3,opencv,jpeg_90,True,True,9.70530603080988
geometric-packaging,4efac076-bcb3-488b-8d18-aa636a61a1b3,zbar,jpeg_90,True,True,7.110297679901123
geometric-packaging,4efac076-bcb3-488b-8d18-aa636a61a1b3,opencv,jpeg_70,True,True,9.628738276660442
geometric-packaging,4efac076-bcb3-488b-8d18-aa636a61a1b3,zbar,jpeg_70,True,True,7.710837759077549
geometric-packaging,4efac076-bcb3-488b-8d18-aa636a61a1b3,opencv,blur_3,True,True,8.670306764543056
geometric-packaging,4efac076-bcb3-488b-8d18-aa636a61a1b3,zbar,blur_3,True,True,5.744501017034054
geometric-packaging,4efac076-bcb3-488b-8d18-aa636a61a1b3,opencv,brightness_low,True,True,9.38426423817873
geometric-packaging,4efac076-bcb3-488b-8d18-aa636a61a1b3,zbar,brightness_low,True,True,6.003895774483681
geometric-packaging,4efac076-bcb3-488b-8d18-aa636a61a1b3,opencv,brightness_high,True,True,8.984185755252838
geometric-packaging,4efac076-bcb3-488b-8d18-aa636a61a1b3,zbar,brightness_high,True,True,5.65420463681221
geometric-packaging,4efac076-bcb3-488b-8d18-aa636a61a1b3,opencv,contrast_low,True,True,9.32799931615591
geometric-packaging,4efac076-bcb3-488b-8d18-aa636a61a1b3,zbar,contrast_low,True,True,5.986764095723629
geometric-packaging,4efac076-bcb3-488b-8d18-aa636a61a1b3,opencv,downscale_75,True,True,9.189333766698837
geometric-packaging,4efac076-bcb3-488b-8d18-aa636a61a1b3,zbar,downscale_75,True,True,6.752748973667622
geometric-packaging,4efac076-bcb3-488b-8d18-aa636a61a1b3,opencv,noise_gaussian,True,True,9.755263105034828
geometric-packaging,4efac076-bcb3-488b-8d18-aa636a61a1b3,zbar,noise_gaussian,True,True,10.47253143042326
geometric-packaging,4efac076-bcb3-488b-8d18-aa636a61a1b3,opencv,rotation_3,True,True,9.370391257107258
geometric-packaging,4efac076-bcb3-488b-8d18-aa636a61a1b3,zbar,rotation_3,True,True,6.321273744106293
geometric-packaging,4efac076-bcb3-488b-8d18-aa636a61a1b3,opencv,print_dot_gain,True,True,11.578547768294811
geometric-packaging,4efac076-bcb3-488b-8d18-aa636a61a1b3,zbar,print_dot_gain,True,True,4.6446071937680244
geometric-packaging,4efac076-bcb3-488b-8d18-aa636a61a1b3,opencv,print_dot_loss,True,True,6.648644804954529
geometric-packaging,4efac076-bcb3-488b-8d18-aa636a61a1b3,zbar,print_dot_loss,True,True,4.387750290334225
geometric-packaging,4efac076-bcb3-488b-8d18-aa636a61a1b3,opencv,perspective_mild,True,True,9.164897724986076
geometric-packaging,4efac076-bcb3-488b-8d18-aa636a61a1b3,zbar,perspective_mild,True,True,5.623131990432739
cosmetics-organic,346d18c3-737d-4fb0-bedc-06ead69eb8d9,opencv,original,True,True,9.2840064316988
cosmetics-organic,346d18c3-737d-4fb0-bedc-06ead69eb8d9,zbar,original,True,True,7.306801155209541
cosmetics-organic,346d18c3-737d-4fb0-bedc-06ead69eb8d9,opencv,jpeg_90,True,True,9.092872962355614
cosmetics-organic,346d18c3-737d-4fb0-bedc-06ead69eb8d9,zbar,jpeg_90,True,True,7.843245752155781
cosmetics-organic,346d18c3-737d-4fb0-bedc-06ead69eb8d9,opencv,jpeg_70,True,True,9.237200021743774
cosmetics-organic,346d18c3-737d-4fb0-bedc-06ead69eb8d9,zbar,jpeg_70,True,True,8.40855110436678
cosmetics-organic,346d18c3-737d-4fb0-bedc-06ead69eb8d9,opencv,blur_3,True,True,9.08343493938446
cosmetics-organic,346d18c3-737d-4fb0-bedc-06ead69eb8d9,zbar,blur_3,True,True,5.781893618404865
cosmetics-organic,346d18c3-737d-4fb0-bedc-06ead69eb8d9,opencv,brightness_low,True,True,8.969387039542198
cosmetics-organic,346d18c3-737d-4fb0-bedc-06ead69eb8d9,zbar,brightness_low,True,True,6.950301118195057
cosmetics-organic,346d18c3-737d-4fb0-bedc-06ead69eb8d9,opencv,brightness_high,True,True,8.8180061429739
cosmetics-organic,346d18c3-737d-4fb0-bedc-06ead69eb8d9,zbar,brightness_high,True,True,6.720912642776966
cosmetics-organic,346d18c3-737d-4fb0-bedc-06ead69eb8d9,opencv,contrast_low,True,True,9.099053218960762
cosmetics-organic,346d18c3-737d-4fb0-bedc-06ead69eb8d9,zbar,contrast_low,True,True,7.102781906723976
cosmetics-organic,346d18c3-737d-4fb0-bedc-06ead69eb8d9,opencv,downscale_75,True,True,7.765281014144421
cosmetics-organic,346d18c3-737d-4fb0-bedc-06ead69eb8d9,zbar,downscale_75,True,True,7.367946207523346
cosmetics-organic,346d18c3-737d-4fb0-bedc-06ead69eb8d9,opencv,noise_gaussian,True,True,9.595167823135853
cosmetics-organic,346d18c3-737d-4fb0-bedc-06ead69eb8d9,zbar,noise_gaussian,True,True,10.642028413712978
cosmetics-organic,346d18c3-737d-4fb0-bedc-06ead69eb8d9,opencv,rotation_3,True,True,9.640921838581562
cosmetics-organic,346d18c3-737d-4fb0-bedc-06ead69eb8d9,zbar,rotation_3,True,True,7.374231703579426
cosmetics-organic,346d18c3-737d-4fb0-bedc-06ead69eb8d9,opencv,print_dot_gain,True,True,11.545209214091301
cosmetics-organic,346d18c3-737d-4fb0-bedc-06ead69eb8d9,zbar,print_dot_gain,True,True,4.4878823682665825
cosmetics-organic,346d18c3-737d-4fb0-bedc-06ead69eb8d9,opencv,print_dot_loss,True,True,7.2311218827962875
cosmetics-organic,346d18c3-737d-4fb0-bedc-06ead69eb8d9,zbar,print_dot_loss,True,True,4.87195048481226
cosmetics-organic,346d18c3-737d-4fb0-bedc-06ead69eb8d9,opencv,perspective_mild,True,True,8.661002852022648
cosmetics-organic,346d18c3-737d-4fb0-bedc-06ead69eb8d9,zbar,perspective_mild,True,True,6.36824406683445
industrial-technical,b1ae2ebc-1efc-4e2e-aa78-d6c9f1542e77,opencv,original,True,True,9.34235006570816
industrial-technical,b1ae2ebc-1efc-4e2e-aa78-d6c9f1542e77,zbar,original,True,True,6.6331541165709496
industrial-technical,b1ae2ebc-1efc-4e2e-aa78-d6c9f1542e77,opencv,jpeg_90,True,True,9.143098257482052
industrial-technical,b1ae2ebc-1efc-4e2e-aa78-d6c9f1542e77,zbar,jpeg_90,True,True,7.511600852012634
industrial-technical,b1ae2ebc-1efc-4e2e-aa78-d6c9f1542e77,opencv,jpeg_70,True,True,9.229234419763088
industrial-technical,b1ae2ebc-1efc-4e2e-aa78-d6c9f1542e77,zbar,jpeg_70,True,True,8.166658692061901
industrial-technical,b1ae2ebc-1efc-4e2e-aa78-d6c9f1542e77,opencv,blur_3,True,True,7.879692129790783
industrial-technical,b1ae2ebc-1efc-4e2e-aa78-d6c9f1542e77,zbar,blur_3,True,True,5.880320444703102
industrial-technical,b1ae2ebc-1efc-4e2e-aa78-d6c9f1542e77,opencv,brightness_low,True,True,9.145100601017475
industrial-technical,b1ae2ebc-1efc-4e2e-aa78-d6c9f1542e77,zbar,brightness_low,True,True,6.535365246236324
industrial-technical,b1ae2ebc-1efc-4e2e-aa78-d6c9f1542e77,opencv,brightness_high,True,True,8.862135000526905
industrial-technical,b1ae2ebc-1efc-4e2e-aa78-d6c9f1542e77,zbar,brightness_high,True,True,6.167779676616192
industrial-technical,b1ae2ebc-1efc-4e2e-aa78-d6c9f1542e77,opencv,contrast_low,True,True,9.110025130212307
industrial-technical,b1ae2ebc-1efc-4e2e-aa78-d6c9f1542e77,zbar,contrast_low,True,True,6.456437520682812
industrial-technical,b1ae2ebc-1efc-4e2e-aa78-d6c9f1542e77,opencv,downscale_75,True,True,7.90031161159277
industrial-technical,b1ae2ebc-1efc-4e2e-aa78-d6c9f1542e77,zbar,downscale_75,True,True,7.035302929580212
industrial-technical,b1ae2ebc-1efc-4e2e-aa78-d6c9f1542e77,opencv,noise_gaussian,True,True,9.343180805444717
industrial-technical,b1ae2ebc-1efc-4e2e-aa78-d6c9f1542e77,zbar,noise_gaussian,True,True,10.312199592590332
industrial-technical,b1ae2ebc-1efc-4e2e-aa78-d6c9f1542e77,opencv,rotation_3,True,True,9.315405040979385
industrial-technical,b1ae2ebc-1efc-4e2e-aa78-d6c9f1542e77,zbar,rotation_3,True,True,5.856982432305813
industrial-technical,b1ae2ebc-1efc-4e2e-aa78-d6c9f1542e77,opencv,print_dot_gain,True,True,10.853134095668793
industrial-technical,b1ae2ebc-1efc-4e2e-aa78-d6c9f1542e77,zbar,print_dot_gain,True,True,4.66251652687788
industrial-technical,b1ae2ebc-1efc-4e2e-aa78-d6c9f1542e77,opencv,print_dot_loss,True,True,6.948716938495636
industrial-technical,b1ae2ebc-1efc-4e2e-aa78-d6c9f1542e77,zbar,print_dot_loss,True,True,4.297000356018543
industrial-technical,b1ae2ebc-1efc-4e2e-aa78-d6c9f1542e77,opencv,perspective_mild,True,True,8.951526135206223
industrial-technical,b1ae2ebc-1efc-4e2e-aa78-d6c9f1542e77,zbar,perspective_mild,True,True,5.331864580512047
dense-payload,77646eed-950d-4345-b0bc-ff2120f673f4,opencv,original,True,True,9.012911468744278
dense-payload,77646eed-950d-4345-b0bc-ff2120f673f4,zbar,original,True,True,8.887938223779202
dense-payload,77646eed-950d-4345-b0bc-ff2120f673f4,opencv,jpeg_90,True,True,8.848028257489204
dense-payload,77646eed-950d-4345-b0bc-ff2120f673f4,zbar,jpeg_90,True,True,9.482569992542267
dense-payload,77646eed-950d-4345-b0bc-ff2120f673f4,opencv,jpeg_70,True,True,8.711100555956364
dense-payload,77646eed-950d-4345-b0bc-ff2120f673f4,zbar,jpeg_70,True,True,9.847976267337799
dense-payload,77646eed-950d-4345-b0bc-ff2120f673f4,opencv,blur_3,True,True,8.776725269854069
dense-payload,77646eed-950d-4345-b0bc-ff2120f673f4,zbar,blur_3,True,True,6.532297469675541
dense-payload,77646eed-950d-4345-b0bc-ff2120f673f4,opencv,brightness_low,True,True,8.615617640316486
dense-payload,77646eed-950d-4345-b0bc-ff2120f673f4,zbar,brightness_low,True,True,9.790249168872833
dense-payload,77646eed-950d-4345-b0bc-ff2120f673f4,opencv,brightness_high,True,True,8.011341094970703
dense-payload,77646eed-950d-4345-b0bc-ff2120f673f4,zbar,brightness_high,True,True,8.091649040579796
dense-payload,77646eed-950d-4345-b0bc-ff2120f673f4,opencv,contrast_low,True,True,8.630655705928802
dense-payload,77646eed-950d-4345-b0bc-ff2120f673f4,zbar,contrast_low,True,True,8.710592985153198
dense-payload,77646eed-950d-4345-b0bc-ff2120f673f4,opencv,downscale_75,True,True,7.44293350726366
dense-payload,77646eed-950d-4345-b0bc-ff2120f673f4,zbar,downscale_75,True,True,8.45094583928585
dense-payload,77646eed-950d-4345-b0bc-ff2120f673f4,opencv,noise_gaussian,True,True,9.033980779349804
dense-payload,77646eed-950d-4345-b0bc-ff2120f673f4,zbar,noise_gaussian,True,True,11.33793592453003
dense-payload,77646eed-950d-4345-b0bc-ff2120f673f4,opencv,rotation_3,True,True,8.470875211060047
dense-payload,77646eed-950d-4345-b0bc-ff2120f673f4,zbar,rotation_3,True,True,9.650993160903454
dense-payload,77646eed-950d-4345-b0bc-ff2120f673f4,opencv,print_dot_gain,True,True,13.149617239832878
dense-payload,77646eed-950d-4345-b0bc-ff2120f673f4,zbar,print_dot_gain,True,True,5.742420442402363
dense-payload,77646eed-950d-4345-b0bc-ff2120f673f4,opencv,print_dot_loss,True,True,6.974668242037296
dense-payload,77646eed-950d-4345-b0bc-ff2120f673f4,zbar,print_dot_loss,True,True,4.653388634324074
dense-payload,77646eed-950d-4345-b0bc-ff2120f673f4,opencv,perspective_mild,True,True,7.80605711042881
dense-payload,77646eed-950d-4345-b0bc-ff2120f673f4,zbar,perspective_mild,True,True,8.53148102760315
