case,run_id,attempt,seed,variant,decoder,scenario,outcome
cosmetics-organic,0a209fab-2131-4c19-b025-cf8d5d9adfc5,1,31415,raw,opencv,jpeg_70,not_detected
cosmetics-organic,0a209fab-2131-4c19-b025-cf8d5d9adfc5,1,31415,raw,zbar,jpeg_70,not_detected
cosmetics-organic,0a209fab-2131-4c19-b025-cf8d5d9adfc5,1,31415,raw,opencv,blur_3,not_detected
cosmetics-organic,0a209fab-2131-4c19-b025-cf8d5d9adfc5,1,31415,raw,zbar,blur_3,not_detected
cosmetics-organic,0a209fab-2131-4c19-b025-cf8d5d9adfc5,1,31415,raw,opencv,brightness_low,not_detected
cosmetics-organic,0a209fab-2131-4c19-b025-cf8d5d9adfc5,1,31415,raw,zbar,brightness_low,not_detected
cosmetics-organic,0a209fab-2131-4c19-b025-cf8d5d9adfc5,1,31415,raw,opencv,brightness_high,not_detected
cosmetics-organic,0a209fab-2131-4c19-b025-cf8d5d9adfc5,1,31415,raw,zbar,brightness_high,not_detected
cosmetics-organic,0a209fab-2131-4c19-b025-cf8d5d9adfc5,1,31415,raw,opencv,contrast_low,not_detected
cosmetics-organic,0a209fab-2131-4c19-b025-cf8d5d9adfc5,1,31415,raw,zbar,contrast_low,not_detected
cosmetics-organic,0a209fab-2131-4c19-b025-cf8d5d9adfc5,1,31415,raw,opencv,downscale_75,not_detected
cosmetics-organic,0a209fab-2131-4c19-b025-cf8d5d9adfc5,1,31415,raw,zbar,downscale_75,not_detected
cosmetics-organic,0a209fab-2131-4c19-b025-cf8d5d9adfc5,1,31415,raw,opencv,noise_gaussian,not_detected
cosmetics-organic,0a209fab-2131-4c19-b025-cf8d5d9adfc5,1,31415,raw,zbar,noise_gaussian,not_detected
cosmetics-organic,0a209fab-2131-4c19-b025-cf8d5d9adfc5,1,31415,raw,opencv,rotation_3,not_detected
cosmetics-organic,0a209fab-2131-4c19-b025-cf8d5d9adfc5,1,31415,raw,zbar,rotation_3,not_detected
cosmetics-organic,0a209fab-2131-4c19-b025-cf8d5d9adfc5,1,31415,raw,opencv,print_dot_gain,not_detected
cosmetics-organic,0a209fab-2131-4c19-b025-cf8d5d9adfc5,1,31415,raw,zbar,print_dot_gain,not_detected
cosmetics-organic,0a209fab-2131-4c19-b025-cf8d5d9adfc5,1,31415,raw,opencv,print_dot_loss,not_detected
cosmetics-organic,0a209fab-2131-4c19-b025-cf8d5d9adfc5,1,31415,raw,zbar,print_dot_loss,not_detected
cosmetics-organic,0a209fab-2131-4c19-b025-cf8d5d9adfc5,1,31415,raw,opencv,perspective_mild,not_detected
cosmetics-organic,0a209fab-2131-4c19-b025-cf8d5d9adfc5,1,31415,raw,zbar,perspective_mild,not_detected
cosmetics-organic,0a209fab-2131-4c19-b025-cf8d5d9adfc5,1,31415,guided,opencv,original,not_detected
cosmetics-organic,0a209fab-2131-4c19-b025-cf8d5d9adfc5,1,31415,guided,zbar,original,not_detected
cosmetics-organic,0a209fab-2131-4c19-b025-cf8d5d9adfc5,1,31415,guided,opencv,jpeg_90,not_detected
cosmetics-organic,0a209fab-2131-4c19-b025-cf8d5d9adfc5,1,31415,guided,zbar,jpeg_90,not_detected
cosmetics-organic,0a209fab-2131-4c19-b025-cf8d5d9adfc5,1,31415,guided,opencv,jpeg_70,not_detected
cosmetics-organic,0a209fab-2131-4c19-b025-cf8d5d9adfc5,1,31415,guided,zbar,jpeg_70,not_detected
cosmetics-organic,0a209fab-2131-4c19-b025-cf8d5d9adfc5,1,31415,guided,opencv,blur_3,not_detected
cosmetics-organic,0a209fab-2131-4c19-b025-cf8d5d9adfc5,1,31415,guided,zbar,blur_3,not_detected
cosmetics-organic,0a209fab-2131-4c19-b025-cf8d5d9adfc5,1,31415,guided,opencv,brightness_low,not_detected
cosmetics-organic,0a209fab-2131-4c19-b025-cf8d5d9adfc5,1,31415,guided,zbar,brightness_low,not_detected
cosmetics-organic,0a209fab-2131-4c19-b025-cf8d5d9adfc5,1,31415,guided,opencv,brightness_high,not_detected
cosmetics-organic,0a209fab-2131-4c19-b025-cf8d5d9adfc5,1,31415,guided,zbar,brightness_high,not_detected
cosmetics-organic,0a209fab-2131-4c19-b025-cf8d5d9adfc5,1,31415,guided,opencv,contrast_low,not_detected
cosmetics-organic,0a209fab-2131-4c19-b025-cf8d5d9adfc5,1,31415,guided,zbar,contrast_low,not_detected
cosmetics-organic,0a209fab-2131-4c19-b025-cf8d5d9adfc5,1,31415,guided,opencv,downscale_75,not_detected
cosmetics-organic,0a209fab-2131-4c19-b025-cf8d5d9adfc5,1,31415,guided,zbar,downscale_75,not_detected
cosmetics-organic,0a209fab-2131-4c19-b025-cf8d5d9adfc5,1,31415,guided,opencv,noise_gaussian,not_detected
cosmetics-organic,0a209fab-2131-4c19-b025-cf8d5d9adfc5,1,31415,guided,zbar,noise_gaussian,not_detected
cosmetics-organic,0a209fab-2131-4c19-b025-cf8d5d9adfc5,1,31415,guided,opencv,rotation_3,not_detected
cosmetics-organic,0a209fab-2131-4c19-b025-cf8d5d9adfc5,1,31415,guided,zbar,rotation_3,not_detected
cosmetics-organic,0a209fab-2131-4c19-b025-cf8d5d9adfc5,1,31415,guided,opencv,print_dot_gain,not_detected
cosmetics-organic,0a209fab-2131-4c19-b025-cf8d5d9adfc5,1,31415,guided,zbar,print_dot_gain,not_detected
cosmetics-organic,0a209fab-2131-4c19-b025-cf8d5d9adfc5,1,31415,guided,opencv,print_dot_loss,not_detected
cosmetics-organic,0a209fab-2131-4c19-b025-cf8d5d9adfc5,1,31415,guided,zbar,print_dot_loss,not_detected
cosmetics-organic,0a209fab-2131-4c19-b025-cf8d5d9adfc5,1,31415,guided,opencv,perspective_mild,not_detected
cosmetics-organic,0a209fab-2131-4c19-b025-cf8d5d9adfc5,1,31415,guided,zbar,perspective_mild,not_detected
cosmetics-organic,0a209fab-2131-4c19-b025-cf8d5d9adfc5,1,31415,guided_latent_srl,opencv,original,not_detected
cosmetics-organic,0a209fab-2131-4c19-b025-cf8d5d9adfc5,1,31415,guided_latent_srl,zbar,original,not_detected
cosmetics-organic,0a209fab-2131-4c19-b025-cf8d5d9adfc5,1,31415,guided_latent_srl,opencv,jpeg_90,not_detected
cosmetics-organic,0a209fab-2131-4c19-b025-cf8d5d9adfc5,1,31415,guided_latent_srl,zbar,jpeg_90,not_detected
cosmetics-organic,0a209fab-2131-4c19-b025-cf8d5d9adfc5,1,31415,guided_latent_srl,opencv,jpeg_70,not_detected
cosmetics-organic,0a209fab-2131-4c19-b025-cf8d5d9adfc5,1,31415,guided_latent_srl,zbar,jpeg_70,not_detected
cosmetics-organic,0a209fab-2131-4c19-b025-cf8d5d9adfc5,1,31415,guided_latent_srl,opencv,blur_3,not_detected
cosmetics-organic,0a209fab-2131-4c19-b025-cf8d5d9adfc5,1,31415,guided_latent_srl,zbar,blur_3,not_detected
cosmetics-organic,0a209fab-2131-4c19-b025-cf8d5d9adfc5,1,31415,guided_latent_srl,opencv,brightness_low,not_detected
cosmetics-organic,0a209fab-2131-4c19-b025-cf8d5d9adfc5,1,31415,guided_latent_srl,zbar,brightness_low,not_detected
cosmetics-organic,0a209fab-2131-4c19-b025-cf8d5d9adfc5,1,31415,guided_latent_srl,opencv,brightness_high,not_detected
cosmetics-organic,0a209fab-2131-4c19-b025-cf8d5d9adfc5,1,31415,guided_latent_srl,zbar,brightness_high,not_detected
cosmetics-organic,0a209fab-2131-4c19-b025-cf8d5d9adfc5,1,31415,guided_latent_srl,opencv,contrast_low,not_detected
cosmetics-organic,0a209fab-2131-4c19-b025-cf8d5d9adfc5,1,31415,guided_latent_srl,zbar,contrast_low,not_detected
cosmetics-organic,0a209fab-2131-4c19-b025-cf8d5d9adfc5,1,31415,guided_latent_srl,opencv,downscale_75,not_detected
cosmetics-organic,0a209fab-2131-4c19-b025-cf8d5d9adfc5,1,31415,guided_latent_srl,zbar,downscale_75,not_detected
cosmetics-organic,0a209fab-2131-4c19-b025-cf8d5d9adfc5,1,31415,guided_latent_srl,opencv,noise_gaussian,not_detected
cosmetics-organic,0a209fab-2131-4c19-b025-cf8d5d9adfc5,1,31415,guided_latent_srl,zbar,noise_gaussian,not_detected
cosmetics-organic,0a209fab-2131-4c19-b025-cf8d5d9adfc5,1,31415,guided_latent_srl,opencv,rotation_3,not_detected
cosmetics-organic,0a209fab-2131-4c19-b025-cf8d5d9adfc5,1,31415,guided_latent_srl,zbar,rotation_3,not_detected
cosmetics-organic,0a209fab-2131-4c19-b025-cf8d5d9adfc5,1,31415,guided_latent_srl,opencv,print_dot_gain,not_detected
cosmetics-organic,0a209fab-2131-4c19-b025-cf8d5d9adfc5,1,31415,guided_latent_srl,zbar,print_dot_gain,not_detected
cosmetics-organic,0a209fab-2131-4c19-b025-cf8d5d9adfc5,1,31415,guided_latent_srl,opencv,print_dot_loss,not_detected
cosmetics-organic,0a209fab-2131-4c19-b025-cf8d5d9adfc5,1,31415,guided_latent_srl,zbar,print_dot_loss,not_detected
cosmetics-organic,0a209fab-2131-4c19-b025-cf8d5d9adfc5,1,31415,guided_latent_srl,opencv,perspective_mild,not_detected
cosmetics-organic,0a209fab-2131-4c19-b025-cf8d5d9adfc5,1,31415,guided_latent_srl,zbar,perspective_mild,not_detected
cosmetics-organic,0a209fab-2131-4c19-b025-cf8d5d9adfc5,1,31415,guided_latent_rounded_16,zbar,print_dot_gain,not_detected
cosmetics-organic,0a209fab-2131-4c19-b025-cf8d5d9adfc5,1,31415,guided_latent_rounded_32,zbar,downscale_75,not_detected
cosmetics-organic,0a209fab-2131-4c19-b025-cf8d5d9adfc5,1,31415,guided_latent_rounded_32,opencv,print_dot_loss,not_detected
industrial-technical,44f71a20-cf22-47ad-a18e-c38e0ea6f3b7,1,271828,raw,opencv,original,not_detected
industrial-technical,44f71a20-cf22-47ad-a18e-c38e0ea6f3b7,1,271828,raw,zbar,original,not_detected
industrial-technical,44f71a20-cf22-47ad-a18e-c38e0ea6f3b7,1,271828,raw,opencv,jpeg_90,not_detected
industrial-technical,44f71a20-cf22-47ad-a18e-c38e0ea6f3b7,1,271828,raw,zbar,jpeg_90,not_detected
industrial-technical,44f71a20-cf22-47ad-a18e-c38e0ea6f3b7,1,271828,raw,opencv,jpeg_70,not_detected
industrial-technical,44f71a20-cf22-47ad-a18e-c38e0ea6f3b7,1,271828,raw,zbar,jpeg_70,not_detected
industrial-technical,44f71a20-cf22-47ad-a18e-c38e0ea6f3b7,1,271828,raw,opencv,blur_3,not_detected
industrial-technical,44f71a20-cf22-47ad-a18e-c38e0ea6f3b7,1,271828,raw,zbar,blur_3,not_detected
industrial-technical,44f71a20-cf22-47ad-a18e-c38e0ea6f3b7,1,271828,raw,opencv,brightness_low,not_detected
industrial-technical,44f71a20-cf22-47ad-a18e-c38e0ea6f3b7,1,271828,raw,zbar,brightness_low,not_detected
industrial-technical,44f71a20-cf22-47ad-a18e-c38e0ea6f3b7,1,271828,raw,opencv,brightness_high,not_detected
industrial-technical,44f71a20-cf22-47ad-a18e-c38e0ea6f3b7,1,271828,raw,zbar,brightness_high,not_detected
industrial-technical,44f71a20-cf22-47ad-a18e-c38e0ea6f3b7,1,271828,raw,opencv,contrast_low,not_detected
industrial-technical,44f71a20-cf22-47ad-a18e-c38e0ea6f3b7,1,271828,raw,zbar,contrast_low,not_detected
industrial-technical,44f71a20-cf22-47ad-a18e-c38e0ea6f3b7,1,271828,raw,opencv,downscale_75,not_detected
industrial-technical,44f71a20-cf22-47ad-a18e-c38e0ea6f3b7,1,271828,raw,zbar,downscale_75,not_detected
industrial-technical,44f71a20-cf22-47ad-a18e-c38e0ea6f3b7,1,271828,raw,opencv,noise_gaussian,not_detected
industrial-technical,44f71a20-cf22-47ad-a18e-c38e0ea6f3b7,1,271828,raw,zbar,noise_gaussian,not_detected
industrial-technical,44f71a20-cf22-47ad-a18e-c38e0ea6f3b7,1,271828,raw,opencv,rotation_3,not_detected
industrial-technical,44f71a20-cf22-47ad-a18e-c38e0ea6f3b7,1,271828,raw,zbar,rotation_3,not_detected
industrial-technical,44f71a20-cf22-47ad-a18e-c38e0ea6f3b7,1,271828,raw,opencv,print_dot_gain,not_detected
industrial-technical,44f71a20-cf22-47ad-a18e-c38e0ea6f3b7,1,271828,raw,zbar,print_dot_gain,not_detected
industrial-technical,44f71a20-cf22-47ad-a18e-c38e0ea6f3b7,1,271828,raw,opencv,print_dot_loss,not_detected
industrial-technical,44f71a20-cf22-47ad-a18e-c38e0ea6f3b7,1,271828,raw,zbar,print_dot_loss,not_detected
industrial-technical,44f71a20-cf22-47ad-a18e-c38e0ea6f3b7,1,271828,raw,opencv,perspective_mild,not_detected
industrial-technical,44f71a20-cf22-47ad-a18e-c38e0ea6f3b7,1,271828,raw,zbar,perspective_mild,not_detected
industrial-technical,44f71a20-cf22-47ad-a18e-c38e0ea6f3b7,1,271828,guided,opencv,original,not_detected
industrial-technical,44f71a20-cf22-47ad-a18e-c38e0ea6f3b7,1,271828,guided,zbar,original,not_detected
industrial-technical,44f71a20-cf22-47ad-a18e-c38e0ea6f3b7,1,271828,guided,opencv,jpeg_90,not_detected
industrial-technical,44f71a20-cf22-47ad-a18e-c38e0ea6f3b7,1,271828,guided,zbar,jpeg_90,not_detected
industrial-technical,44f71a20-cf22-47ad-a18e-c38e0ea6f3b7,1,271828,guided,opencv,jpeg_70,not_detected
industrial-technical,44f71a20-cf22-47ad-a18e-c38e0ea6f3b7,1,271828,guided,zbar,jpeg_70,not_detected
industrial-technical,44f71a20-cf22-47ad-a18e-c38e0ea6f3b7,1,271828,guided,opencv,blur_3,not_detected
industrial-technical,44f71a20-cf22-47ad-a18e-c38e0ea6f3b7,1,271828,guided,zbar,blur_3,not_detected
industrial-technical,44f71a20-cf22-47ad-a18e-c38e0ea6f3b7,1,271828,guided,opencv,brightness_low,not_detected
industrial-technical,44f71a20-cf22-47ad-a18e-c38e0ea6f3b7,1,271828,guided,zbar,brightness_low,not_detected
industrial-technical,44f71a20-cf22-47ad-a18e-c38e0ea6f3b7,1,271828,guided,opencv,brightness_high,not_detected
industrial-technical,44f71a20-cf22-47ad-a18e-c38e0ea6f3b7,1,271828,guided,zbar,brightness_high,not_detected
industrial-technical,44f71a20-cf22-47ad-a18e-c38e0ea6f3b7,1,271828,guided,opencv,contrast_low,not_detected
industrial-technical,44f71a20-cf22-47ad-a18e-c38e0ea6f3b7,1,271828,guided,zbar,contrast_low,not_detected
industrial-technical,44f71a20-cf22-47ad-a18e-c38e0ea6f3b7,1,271828,guided,opencv,downscale_75,not_detected
industrial-technical,44f71a20-cf22-47ad-a18e-c38e0ea6f3b7,1,271828,guided,zbar,downscale_75,not_detected
industrial-technical,44f71a20-cf22-47ad-a18e-c38e0ea6f3b7,1,271828,guided,opencv,noise_gaussian,not_detected
industrial-technical,44f71a20-cf22-47ad-a18e-c38e0ea6f3b7,1,271828,guided,zbar,noise_gaussian,not_detected
industrial-technical,44f71a20-cf22-47ad-a18e-c38e0ea6f3b7,1,271828,guided,opencv,rotation_3,not_detected
industrial-technical,44f71a20-cf22-47ad-a18e-c38e0ea6f3b7,1,271828,guided,zbar,rotation_3,not_detected
industrial-technical,44f71a20-cf22-47ad-a18e-c38e0ea6f3b7,1,271828,guided,opencv,print_dot_gain,not_detected
industrial-technical,44f71a20-cf22-47ad-a18e-c38e0ea6f3b7,1,271828,guided,zbar,print_dot_gain,not_detected
industrial-technical,44f71a20-cf22-47ad-a18e-c38e0ea6f3b7,1,271828,guided,opencv,print_dot_loss,not_detected
industrial-technical,44f71a20-cf22-47ad-a18e-c38e0ea6f3b7,1,271828,guided,zbar,print_dot_loss,not_detected
industrial-technical,44f71a20-cf22-47ad-a18e-c38e0ea6f3b7,1,271828,guided,opencv,perspective_mild,not_detected
industrial-technical,44f71a20-cf22-47ad-a18e-c38e0ea6f3b7,1,271828,guided,zbar,perspective_mild,not_detected
industrial-technical,44f71a20-cf22-47ad-a18e-c38e0ea6f3b7,1,271828,guided_latent_srl,opencv,original,not_detected
industrial-technical,44f71a20-cf22-47ad-a18e-c38e0ea6f3b7,1,271828,guided_latent_srl,zbar,original,not_detected
industrial-technical,44f71a20-cf22-47ad-a18e-c38e0ea6f3b7,1,271828,guided_latent_srl,opencv,jpeg_90,not_detected
industrial-technical,44f71a20-cf22-47ad-a18e-c38e0ea6f3b7,1,271828,guided_latent_srl,zbar,jpeg_90,not_detected
industrial-technical,44f71a20-cf22-47ad-a18e-c38e0ea6f3b7,1,271828,guided_latent_srl,opencv,jpeg_70,not_detected
industrial-technical,44f71a20-cf22-47ad-a18e-c38e0ea6f3b7,1,271828,guided_latent_srl,zbar,jpeg_70,not_detected
industrial-technical,44f71a20-cf22-47ad-a18e-c38e0ea6f3b7,1,271828,guided_latent_srl,opencv,blur_3,not_detected
industrial-technical,44f71a20-cf22-47ad-a18e-c38e0ea6f3b7,1,271828,guided_latent_srl,zbar,blur_3,not_detected
industrial-technical,44f71a20-cf22-47ad-a18e-c38e0ea6f3b7,1,271828,guided_latent_srl,opencv,brightness_low,not_detected
industrial-technical,44f71a20-cf22-47ad-a18e-c38e0ea6f3b7,1,271828,guided_latent_srl,zbar,brightness_low,not_detected
industrial-technical,44f71a20-cf22-47ad-a18e-c38e0ea6f3b7,1,271828,guided_latent_srl,opencv,brightness_high,not_detected
industrial-technical,44f71a20-cf22-47ad-a18e-c38e0ea6f3b7,1,271828,guided_latent_srl,zbar,brightness_high,not_detected
industrial-technical,44f71a20-cf22-47ad-a18e-c38e0ea6f3b7,1,271828,guided_latent_srl,opencv,contrast_low,not_detected
industrial-technical,44f71a20-cf22-47ad-a18e-c38e0ea6f3b7,1,271828,guided_latent_srl,zbar,contrast_low,not_detected
industrial-technical,44f71a20-cf22-47ad-a18e-c38e0ea6f3b7,1,271828,guided_latent_srl,opencv,downscale_75,not_detected
industrial-technical,44f71a20-cf22-47ad-a18e-c38e0ea6f3b7,1,271828,guided_latent_srl,zbar,downscale_75,not_detected
industrial-technical,44f71a20-cf22-47ad-a18e-c38e0ea6f3b7,1,271828,guided_latent_srl,opencv,noise_gaussian,not_detected
industrial-technical,44f71a20-cf22-47ad-a18e-c38e0ea6f3b7,1,271828,guided_latent_srl,zbar,noise_gaussian,not_detected
industrial-technical,44f71a20-cf22-47ad-a18e-c38e0ea6f3b7,1,271828,guided_latent_srl,opencv,rotation_3,not_detected
industrial-technical,44f71a20-cf22-47ad-a18e-c38e0ea6f3b7,1,271828,guided_latent_srl,zbar,rotation_3,not_detected
industrial-technical,44f71a20-cf22-47ad-a18e-c38e0ea6f3b7,1,271828,guided_latent_srl,opencv,print_dot_gain,not_detected
industrial-technical,44f71a20-cf22-47ad-a18e-c38e0ea6f3b7,1,271828,guided_latent_srl,zbar,print_dot_gain,not_detected
industrial-technical,44f71a20-cf22-47ad-a18e-c38e0ea6f3b7,1,271828,guided_latent_srl,opencv,print_dot_loss,not_detected
industrial-technical,44f71a20-cf22-47ad-a18e-c38e0ea6f3b7,1,271828,guided_latent_srl,zbar,print_dot_loss,not_detected
industrial-technical,44f71a20-cf22-47ad-a18e-c38e0ea6f3b7,1,271828,guided_latent_srl,opencv,perspective_mild,not_detected
industrial-technical,44f71a20-cf22-47ad-a18e-c38e0ea6f3b7,1,271828,guided_latent_srl,zbar,perspective_mild,not_detected
industrial-technical,44f71a20-cf22-47ad-a18e-c38e0ea6f3b7,1,271828,guided_latent_rounded_16,zbar,print_dot_gain,not_detected
industrial-technical,44f71a20-cf22-47ad-a18e-c38e0ea6f3b7,1,271828,guided_latent_rounded_16,zbar,print_dot_loss,not_detected
industrial-technical,44f71a20-cf22-47ad-a18e-c38e0ea6f3b7,1,271828,guided_latent_rounded_32,zbar,downscale_75,not_detected
industrial-technical,44f71a20-cf22-47ad-a18e-c38e0ea6f3b7,1,271828,guided_latent_rounded_32,opencv,print_dot_gain,not_detected
dense-payload,c4e1e5c1-9069-472d-904d-f15c82a78447,1,9001,raw,opencv,original,not_detected
dense-payload,c4e1e5c1-9069-472d-904d-f15c82a78447,1,9001,raw,zbar,original,not_detected
dense-payload,c4e1e5c1-9069-472d-904d-f15c82a78447,1,9001,raw,opencv,jpeg_90,not_detected
dense-payload,c4e1e5c1-9069-472d-904d-f15c82a78447,1,9001,raw,zbar,jpeg_90,not_detected
dense-payload,c4e1e5c1-9069-472d-904d-f15c82a78447,1,9001,raw,opencv,jpeg_70,not_detected
dense-payload,c4e1e5c1-9069-472d-904d-f15c82a78447,1,9001,raw,zbar,jpeg_70,not_detected
dense-payload,c4e1e5c1-9069-472d-904d-f15c82a78447,1,9001,raw,opencv,blur_3,not_detected
dense-payload,c4e1e5c1-9069-472d-904d-f15c82a78447,1,9001,raw,zbar,blur_3,not_detected
dense-payload,c4e1e5c1-9069-472d-904d-f15c82a78447,1,9001,raw,opencv,brightness_low,not_detected
dense-payload,c4e1e5c1-9069-472d-904d-f15c82a78447,1,9001,raw,zbar,brightness_low,not_detected
dense-payload,c4e1e5c1-9069-472d-904d-f15c82a78447,1,9001,raw,opencv,brightness_high,not_detected
dense-payload,c4e1e5c1-9069-472d-904d-f15c82a78447,1,9001,raw,zbar,brightness_high,not_detected
dense-payload,c4e1e5c1-9069-472d-904d-f15c82a78447,1,9001,raw,opencv,contrast_low,not_detected
dense-payload,c4e1e5c1-9069-472d-904d-f15c82a78447,1,9001,raw,zbar,contrast_low,not_detected
dense-payload,c4e1e5c1-9069-472d-904d-f15c82a78447,1,9001,raw,opencv,downscale_75,not_detected
dense-payload,c4e1e5c1-9069-472d-904d-f15c82a78447,1,9001,raw,zbar,downscale_75,not_detected
dense-payload,c4e1e5c1-9069-472d-904d-f15c82a78447,1,9001,raw,opencv,noise_gaussian,not_detected
dense-payload,c4e1e5c1-9069-472d-904d-f15c82a78447,1,9001,raw,zbar,noise_gaussian,not_detected
dense-payload,c4e1e5c1-9069-472d-904d-f15c82a78447,1,9001,raw,opencv,rotation_3,not_detected
dense-payload,c4e1e5c1-9069-472d-904d-f15c82a78447,1,9001,raw,zbar,rotation_3,not_detected
dense-payload,c4e1e5c1-9069-472d-904d-f15c82a78447,1,9001,raw,opencv,print_dot_gain,not_detected
dense-payload,c4e1e5c1-9069-472d-904d-f15c82a78447,1,9001,raw,zbar,print_dot_gain,not_detected
dense-payload,c4e1e5c1-9069-472d-904d-f15c82a78447,1,9001,raw,opencv,print_dot_loss,not_detected
dense-payload,c4e1e5c1-9069-472d-904d-f15c82a78447,1,9001,raw,zbar,print_dot_loss,not_detected
dense-payload,c4e1e5c1-9069-472d-904d-f15c82a78447,1,9001,raw,opencv,perspective_mild,not_detected
dense-payload,c4e1e5c1-9069-472d-904d-f15c82a78447,1,9001,raw,zbar,perspective_mild,not_detected
dense-payload,c4e1e5c1-9069-472d-904d-f15c82a78447,1,9001,guided,opencv,original,not_detected
dense-payload,c4e1e5c1-9069-472d-904d-f15c82a78447,1,9001,guided,zbar,original,not_detected
dense-payload,c4e1e5c1-9069-472d-904d-f15c82a78447,1,9001,guided,opencv,jpeg_90,not_detected
dense-payload,c4e1e5c1-9069-472d-904d-f15c82a78447,1,9001,guided,zbar,jpeg_90,not_detected
dense-payload,c4e1e5c1-9069-472d-904d-f15c82a78447,1,9001,guided,opencv,jpeg_70,not_detected
dense-payload,c4e1e5c1-9069-472d-904d-f15c82a78447,1,9001,guided,zbar,jpeg_70,not_detected
dense-payload,c4e1e5c1-9069-472d-904d-f15c82a78447,1,9001,guided,opencv,blur_3,not_detected
dense-payload,c4e1e5c1-9069-472d-904d-f15c82a78447,1,9001,guided,zbar,blur_3,not_detected
dense-payload,c4e1e5c1-9069-472d-904d-f15c82a78447,1,9001,guided,opencv,brightness_low,not_detected
dense-payload,c4e1e5c1-9069-472d-904d-f15c82a78447,1,9001,guided,zbar,brightness_low,not_detected
dense-payload,c4e1e5c1-9069-472d-904d-f15c82a78447,1,9001,guided,opencv,brightness_high,not_detected
dense-payload,c4e1e5c1-9069-472d-904d-f15c82a78447,1,9001,guided,zbar,brightness_high,not_detected
dense-payload,c4e1e5c1-9069-472d-904d-f15c82a78447,1,9001,guided,opencv,contrast_low,not_detected
dense-payload,c4e1e5c1-9069-472d-904d-f15c82a78447,1,9001,guided,zbar,contrast_low,not_detected
dense-payload,c4e1e5c1-9069-472d-904d-f15c82a78447,1,9001,guided,opencv,downscale_75,not_detected
dense-payload,c4e1e5c1-9069-472d-904d-f15c82a78447,1,9001,guided,zbar,downscale_75,not_detected
dense-payload,c4e1e5c1-9069-472d-904d-f15c82a78447,1,9001,guided,opencv,noise_gaussian,not_detected
dense-payload,c4e1e5c1-9069-472d-904d-f15c82a78447,1,9001,guided,zbar,noise_gaussian,not_detected
dense-payload,c4e1e5c1-9069-472d-904d-f15c82a78447,1,9001,guided,opencv,rotation_3,not_detected
dense-payload,c4e1e5c1-9069-472d-904d-f15c82a78447,1,9001,guided,zbar,rotation_3,not_detected
dense-payload,c4e1e5c1-9069-472d-904d-f15c82a78447,1,9001,guided,opencv,print_dot_gain,not_detected
dense-payload,c4e1e5c1-9069-472d-904d-f15c82a78447,1,9001,guided,zbar,print_dot_gain,not_detected
dense-payload,c4e1e5c1-9069-472d-904d-f15c82a78447,1,9001,guided,opencv,print_dot_loss,not_detected
dense-payload,c4e1e5c1-9069-472d-904d-f15c82a78447,1,9001,guided,zbar,print_dot_loss,not_detected
dense-payload,c4e1e5c1-9069-472d-904d-f15c82a78447,1,9001,guided,opencv,perspective_mild,not_detected
dense-payload,c4e1e5c1-9069-472d-904d-f15c82a78447,1,9001,guided,zbar,perspective_mild,not_detected
dense-payload,c4e1e5c1-9069-472d-904d-f15c82a78447,1,9001,guided_latent_srl,opencv,original,not_detected
dense-payload,c4e1e5c1-9069-472d-904d-f15c82a78447,1,9001,guided_latent_srl,zbar,original,not_detected
dense-payload,c4e1e5c1-9069-472d-904d-f15c82a78447,1,9001,guided_latent_srl,opencv,jpeg_90,not_detected
dense-payload,c4e1e5c1-9069-472d-904d-f15c82a78447,1,9001,guided_latent_srl,zbar,jpeg_90,not_detected
dense-payload,c4e1e5c1-9069-472d-904d-f15c82a78447,1,9001,guided_latent_srl,opencv,jpeg_70,not_detected
dense-payload,c4e1e5c1-9069-472d-904d-f15c82a78447,1,9001,guided_latent_srl,zbar,jpeg_70,not_detected
dense-payload,c4e1e5c1-9069-472d-904d-f15c82a78447,1,9001,guided_latent_srl,opencv,blur_3,not_detected
dense-payload,c4e1e5c1-9069-472d-904d-f15c82a78447,1,9001,guided_latent_srl,zbar,blur_3,not_detected
dense-payload,c4e1e5c1-9069-472d-904d-f15c82a78447,1,9001,guided_latent_srl,opencv,brightness_low,not_detected
dense-payload,c4e1e5c1-9069-472d-904d-f15c82a78447,1,9001,guided_latent_srl,zbar,brightness_low,not_detected
dense-payload,c4e1e5c1-9069-472d-904d-f15c82a78447,1,9001,guided_latent_srl,opencv,brightness_high,not_detected
dense-payload,c4e1e5c1-9069-472d-904d-f15c82a78447,1,9001,guided_latent_srl,zbar,brightness_high,not_detected
dense-payload,c4e1e5c1-9069-472d-904d-f15c82a78447,1,9001,guided_latent_srl,opencv,contrast_low,not_detected
dense-payload,c4e1e5c1-9069-472d-904d-f15c82a78447,1,9001,guided_latent_srl,zbar,contrast_low,not_detected
dense-payload,c4e1e5c1-9069-472d-904d-f15c82a78447,1,9001,guided_latent_srl,opencv,downscale_75,not_detected
dense-payload,c4e1e5c1-9069-472d-904d-f15c82a78447,1,9001,guided_latent_srl,zbar,downscale_75,not_detected
dense-payload,c4e1e5c1-9069-472d-904d-f15c82a78447,1,9001,guided_latent_srl,opencv,noise_gaussian,not_detected
dense-payload,c4e1e5c1-9069-472d-904d-f15c82a78447,1,9001,guided_latent_srl,zbar,noise_gaussian,not_detected
